5.400,200.000,10.417,11.648,5.544,5.644,58,,,6.450,6.350,0,20151109,8101030110,êŒéÎêÏêÖån,õ”ï£êÏ
0,-55.000,6.840
0,-48.000,6.940
0,-42.500,7.300
0,-35.500,7.840
0,-28.900,8.450
0,-22.000,9.180
0,-12.400,10.130
0,-7.700,10.450
3,-3.600,10.700
0,-2.300,10.720
0,-0.700,10.700
3,-0.400,10.700
2,0.000,10.370
1,0.000,10.417
10,0.900,9.790
24,6.100,7.330
10,7.200,7.310
0,12.300,7.200
13,14.900,7.190
2,18.890,5.390
12,18.890,5.544
0,20.190,4.960
16,20.690,4.320
0,21.490,4.010
0,24.190,4.000
0,28.090,4.010
16,28.790,4.320
0,29.590,5.320
12,30.430,5.644
2,30.430,5.410
0,30.890,5.440
13,34.190,6.960
0,39.890,7.130
8,40.990,7.250
8,41.490,7.250
10,41.490,7.250
25,43.490,7.260
10,48.790,9.670
0,50.190,10.350
0,50.890,10.460
0,51.490,10.710
4,51.990,10.740
4,55.790,10.800
0,57.090,10.810
3,59.190,11.170
18,59.990,11.648
2,59.990,11.280
0,60.490,11.340
0,61.090,11.470
0,63.590,11.620
0,65.990,11.500
0,66.890,11.290
0,68.190,11.120
3,73.790,10.830
0,78.690,8.510
25,87.590,6.450
28,87.590,6.450
28,92.890,6.250
