8101030209,êŒéÎêÏêÖån,î¸âSêÏ
0.000,0.000,14.799,10.066,19.240,,3.930,4.260,20131023
0.200,217.000,14.610,11.049,19.460,18.690,3.820,4.290,20131023
0.400,205.000,14.690,12.273,19.400,18.730,4.200,4.560,20131023
0.600,204.000,15.133,13.321,19.430,18.650,4.310,4.500,20131023
0.800,203.000,15.186,13.101,19.650,18.660,3.100,3.680,20131023
0.820,20.000,15.789,13.160,19.650,18.650,3.170,3.840,20131023
0.821,1.000,15.687,13.158,19.660,18.610,4.720,4.960,20131023
1.000,177.000,14.680,19.708,19.370,19.130,4.310,4.690,20131023
1.200,198.000,14.615,10.385,19.410,19.850,4.060,4.560,20131023
1.350,152.000,15.702,10.035,19.610,19.770,4.750,5.190,20131023
1.360,10.000,15.669,10.126,19.530,19.810,6.510,6.540,20131023
1.400,41.000,20.197,10.081,19.460,19.760,4.800,5.240,20131023
1.600,176.000,15.239,10.799,19.370,19.800,5.900,6.140,20131023
1.789,197.000,20.289,20.297,,,5.190,5.970,20131023
1.800,11.000,14.946,14.737,19.230,19.470,4.520,5.470,20131023
2.000,201.000,19.918,14.443,19.500,19.610,4.890,5.370,20131023
2.200,200.000,19.920,14.128,19.470,19.520,3.750,4.940,20131023
2.400,201.000,14.111,14.272,19.540,19.570,5.750,6.720,20131023
2.600,201.000,14.467,13.936,19.480,19.540,6.270,7.000,20131023
2.800,200.000,14.608,14.292,19.580,19.630,6.850,7.140,20131023
3.000,199.000,15.228,13.734,19.190,19.720,7.170,7.490,20131023
3.200,202.000,15.451,14.174,19.420,19.620,7.130,7.680,20131022
3.400,200.000,19.794,15.500,19.250,19.520,7.900,8.330,20131022
3.532,135.000,20.310,20.344,,,8.410,8.810,20131022
3.600,70.000,14.614,16.309,19.500,19.380,8.540,8.760,20131024
3.800,194.000,14.808,15.720,19.270,19.320,8.530,9.000,20131024
4.000,196.000,14.940,16.154,19.120,19.340,9.700,9.990,20131024
4.200,204.000,15.566,15.376,19.330,18.890,9.820,10.310,20131024
4.400,200.000,16.165,16.328,19.460,18.920,10.190,10.650,20131024
4.600,199.000,16.456,16.248,19.380,19.560,10.690,10.930,20131024
4.711,113.000,21.189,21.068,,,10.000,10.860,20131024
4.800,91.000,16.836,16.388,19.480,19.590,11.020,11.390,20131024
5.000,197.000,16.924,16.805,19.490,19.560,11.240,11.500,20131024
5.200,200.000,17.104,17.036,19.560,19.720,11.340,11.770,20131024
5.400,200.000,17.434,16.618,19.760,19.720,12.090,12.270,20131024
5.600,200.000,17.656,17.281,19.920,20.080,11.750,12.250,20131024
5.800,198.000,18.340,17.761,20.070,20.380,11.320,12.330,20131024
5.968,171.000,23.109,23.016,,,12.100,12.670,20131024
6.000,32.000,22.715,19.075,,21.080,12.190,12.940,20131024
6.200,195.000,18.610,18.865,20.940,20.950,12.490,13.170,20131024
6.400,197.000,18.518,19.085,21.150,21.120,12.590,13.120,20131024
6.490,90.000,18.761,19.800,21.430,21.630,14.160,14.210,20131024
6.495,5.000,19.284,19.748,21.350,21.620,14.690,14.700,20131024
6.500,5.000,20.041,19.472,21.720,21.630,14.530,14.670,20131024
